,country,year,co2_e,coal_c,elec_g,elec_c,hydro_g,nuclear_g,gas_g,oil_c,oil_g
327,Mexico,1973,2.56,0.0284,0,594,0.0245,0,0.188,0.465,0.459
328,Malaysia,1973,1.51,0.00854,0,393,0.00811,0,0.00861,0.356,0.375
329,Netherlands,1973,12.3,0.224,0,3610,0,0.00713,4.0,3.07,0.0
330,Norway,1973,7.7,0.237,0,15.5k,1.58,0,0.0,2.17,0.394
331,New Zealand,1973,6.09,0.487,0,5530,0.412,0,0.0,1.57,0.0
332,Oman,1973,2.62,0.0,0,56.3,0,0,0.0,1.64,18.0
333,Pakistan,1973,0.317,0.00922,0,99.4,0.0058,0.0004,0.0418,0.0577,0.0
334,Peru,1973,1.35,0.0103,0,410,0.0286,0,0.0263,0.337,0.257
335,Philippines,1973,0.808,0.00048,0,311,0.00417,0,0.0,0.246,0.0
336,Poland,1973,10.1,2.26,0,2260,0.00375,0,0.146,0.351,0.0
337,Portugal,1973,2.24,0.0634,0,995,0.0705,0,0.0,0.688,0.0
338,Qatar,1973,87.7,0.0,0,2570,0,0,9.89,0.971,200.0
339,Romania,1973,6.82,0.42,0,1910,0.0311,0,1.02,0.615,0.689
340,Saudi Arabia,1973,14.2,0.0,0,393,0,0,0.219,3.59,57.2
341,Singapore,1973,9.69,0.00198,0,1600,0,0,0.0,3.51,0.0
342,Slovak Republic,1973,11.3,1.47,0,3030,0.0246,0.00431,0.0,1.17,0.0
343,Sweden,1973,10.7,0.2,0,8750,0.632,0.0223,0.0,3.5,0.0
344,Thailand,1973,0.609,0.00239,0,167,0.00402,0,0.0,0.187,0.0
345,Trinidad and Tobago,1973,9.57,0.0,0,1080,0,0,1.62,3.82,8.37
346,Turkey,1973,1.58,0.139,0,293,0.00591,0,0.0,0.312,0.0
347,USA,1973,22.2,1.44,0,8570,0.106,0.0356,2.34,3.87,2.39
348,Venezuela,1973,5.34,0.0219,0,1160,0.0452,0,0.701,1.04,14.6
349,Vietnam,1973,0.538,0.0333,0,40.8,0.00075,0,0.0,0.112,0.0
350,South Africa,1973,7.26,1.31,0,2460,0.00347,0,0.0,0.473,0.0
351,UAE,1974,67.0,0.0,0,1780,0,0,3.12,0.83,174.0
352,Argentina,1974,3.75,0.0399,0,994,0.0169,0.00347,0.238,0.937,0.83
353,Australia,1974,12.7,1.67,0,4580,0.0829,0,0.339,2.17,1.48
354,Austria,1974,7.52,0.549,0,3770,0.252,0,0.0,1.39,0.0
355,Belgium,1974,13.9,1.18,0,4130,0.00211,0.0013,0.0,2.76,0.0
356,Bangladesh,1974,0.0677,0.00157,0,16.1,0.0003,0,0.00836,0.0143,0.0
357,Bulgaria,1974,8.18,0.929,0,2840,0.0206,0.00919,0.0,1.3,0.0
358,Brazil,1974,1.37,0.0257,0,597,0.0534,0,0.00317,0.4,0.0912
359,Canada,1974,17.1,0.699,0,10.8k,0.792,0.0552,2.64,3.65,4.15
360,Switzerland,1974,6.56,0.0483,0,5030,0.377,0.0958,0.0,2.06,0.0
361,Chile,1974,2.48,0.101,0,797,0.0533,0,0.0,0.482,0.0
362,China,1974,1.09,0.223,0,174,0.00412,0,0.00718,0.0681,0.0714
363,Colombia,1974,1.55,0.0948,0,486,0.0325,0,0.0626,0.284,0.385
364,Cyprus,1974,3.01,0.0,0,1030,0,0,0.0,1.35,0.0
365,Czech Republic,1974,16.6,3.71,0,3860,0.0157,0,0.0,0.971,0.0
366,Germany,1974,13.5,1.78,0,4800,0.0193,0.0158,0.225,1.86,0.0
367,Denmark,1974,10.9,0.422,0,3250,0.00041,0,0.0,3.16,0.0193
368,Algeria,1974,1.98,0.00118,0,182,0.00275,0,0.266,0.188,2.96
369,Ecuador,1974,0.895,0.0,0,172,0.00641,0,0.0,0.229,1.39
370,Egypt,1974,0.692,0.0128,0,216,0.0134,0,0.00132,0.197,0.198
371,Spain,1974,4.87,0.27,0,2020,0.0744,0.0176,0.0,1.16,0.0
372,Finland,1974,9.93,0.541,0,6140,0.232,0,0.0,2.46,0.0
373,France,1974,9.56,0.54,0,3280,0.0923,0.0241,0.0,2.31,0.0
374,UK,1974,11.0,1.27,0,4530,0.00622,0.0515,0.527,1.88,0.00731
375,Greece,1974,4.05,0.553,0,1560,0.0225,0,0.0,1.05,0.0
376,"Hong Kong, China",1974,2.6,0.0017,0,1350,0,0,0.0,1.21,0.0
377,Hungary,1974,7.06,0.795,0,2070,0.00066,0,0.0,0.852,0.0
378,Indonesia,1974,0.402,0.00057,0,19.1,0.00072,0,0.0122,0.0743,0.545
379,India,1974,0.38,0.0736,0,104,0.00395,0.00031,0.00117,0.0375,0.0123
380,Ireland,1974,7.56,0.651,0,2250,0.0216,0,0.0,1.73,0.0
381,Iran,1974,4.53,0.0219,0,420,0.00923,0,0.354,0.588,9.54
382,Iraq,1974,2.73,0.0,0,326,0.00301,0,0.0604,0.274,8.6
383,Iceland,1974,8.07,0.00161,0,9960,0.912,0,0.0,2.87,0.0
384,Israel,1974,6.06,0.0,0,2520,0,0,0.0,1.76,0.0
385,Italy,1974,6.52,0.178,0,2540,0.0593,0.00535,0.229,1.83,0.0201
386,Japan,1974,8.24,0.541,0,3970,0.0649,0.0155,0.0,2.33,0.0
387,South Korea,1974,2.18,0.219,0,459,0.00481,0,0.0,0.361,0.0
388,Kuwait,1974,20.1,0.0,0,3640,0,0,2.49,4.75,135.0
389,Sri Lanka,1974,0.217,0.0,0,67,0.00635,0,0.0,0.0611,0.0
390,Luxembourg,1974,41.1,7.35,0,13.1k,0.0201,0,0.0,4.21,0.0
391,Morocco,1974,0.639,0.0208,0,163,0.00681,0,0.0,0.157,0.0
392,Mexico,1974,2.67,0.0305,0,639,0.0246,0,0.192,0.512,0.559
393,Malaysia,1974,1.61,0.00834,0,419,0.00719,0,0.0175,0.346,0.326
394,Netherlands,1974,11.8,0.211,0,3740,0,0.0209,4.7,2.61,0.0
395,Norway,1974,6.96,0.261,0,16.3k,1.65,0,0.0,1.97,0.428
396,New Zealand,1974,6.17,0.493,0,5460,0.401,0,0.0,1.48,0.0
397,Oman,1974,2.77,0.0,0,106,0,0,0.0,1.44,17.1
398,Pakistan,1974,0.33,0.00821,0,105,0.00536,0.00059,0.0449,0.0604,0.0
399,Peru,1974,1.42,0.0107,0,427,0.0304,0,0.0263,0.389,0.273
400,Philippines,1974,0.76,0.00065,0,300,0.00511,0,0.0,0.224,0.0
401,Poland,1974,10.3,2.3,0,2410,0.00542,0,0.14,0.368,0.0
402,Portugal,1974,2.29,0.0486,0,1080,0.0742,0,0.0,0.723,0.0
403,Qatar,1974,68.3,0.0,0,2570,0,0,7.52,1.22,168.0
404,Romania,1974,7.03,0.437,0,2020,0.0346,0,1.04,0.562,0.692
405,Saudi Arabia,1974,14.0,0.0,0,474,0,0,0.264,3.58,60.9
406,Singapore,1974,9.87,0.00239,0,1630,0,0,0.0,3.4,0.0
407,Slovak Republic,1974,11.3,1.45,0,3140,0.0409,0.00894,0.0,1.19,0.0
408,Sweden,1974,9.77,0.22,0,8790,0.603,0.0216,0.0,3.14,0.0
409,Thailand,1974,0.587,0.00349,0,171,0.00511,0,0.0,0.186,0.0
410,Trinidad and Tobago,1974,10.1,0.0,0,1110,0,0,1.46,3.71,9.29
411,Turkey,1974,1.59,0.148,0,308,0.00745,0,0.0,0.295,0.0
412,USA,1974,21.2,1.4,0,8450,0.12,0.048,2.22,3.68,2.26
413,Venezuela,1974,5.86,0.0159,0,1220,0.0541,0,0.72,1.01,12.5
414,Vietnam,1974,0.4,0.0389,0,35.2,0.00074,0,0.0,0.067,0.0
415,South Africa,1974,7.2,1.34,0,2570,0.00389,0,0.0,0.448,0.0
416,UAE,1975,56.7,0.0,0,2340,0,0,2.54,1.15,147.0
417,Argentina,1975,3.67,0.0383,0,1010,0.0171,0.0083,0.249,0.867,0.783
418,Australia,1975,12.8,1.7,0,4780,0.0909,0,0.36,2.12,1.57
419,Austria,1975,7.1,0.477,0,3730,0.266,0,0.0,1.4,0.0
420,Belgium,1975,12.5,0.882,0,3890,0.00161,0.0596,0.0,2.6,0.0
421,Bangladesh,1975,0.0694,0.00178,0,16.2,0.00053,0,0.00825,0.0164,0.0
422,Bulgaria,1975,8.35,0.97,0,3040,0.0242,0.0252,0.0,1.37,0.0
423,Brazil,1975,1.4,0.0299,0,643,0.0574,0,0.00337,0.403,0.0868
424,Canada,1975,17.2,0.67,0,10.5k,0.752,0.0467,2.66,3.52,3.54
425,Switzerland,1975,6.17,0.0361,0,4880,0.453,0.105,0.0,1.97,0.0
426,Chile,1975,2.17,0.0795,0,728,0.0527,0,0.0,0.413,0.0
427,China,1975,1.23,0.247,0,199,0.00423,0,0.00828,0.0737,0.0832
428,Colombia,1975,1.49,0.0943,0,467,0.0319,0,0.0533,0.279,0.353
429,Cyprus,1975,3.07,0.0,0,1040,0,0,0.0,1.11,0.0
430,Czech Republic,1975,17.3,3.77,0,4030,0.0156,0,0.0,1.07,0.0
431,Germany,1975,12.7,1.61,0,4740,0.0186,0.0264,0.209,1.81,0.0
432,Denmark,1975,11.0,0.405,0,3410,0.00041,0,0.0,3.11,0.0289
433,Algeria,1975,1.93,0.00145,0,207,0.00176,0,0.319,0.203,2.82
434,Ecuador,1975,1.05,0.0,0,193,0.00782,0,0.0,0.217,1.23
435,Egypt,1975,0.806,0.015,0,239,0.0146,0,0.00107,0.213,0.304
436,Spain,1975,5.05,0.296,0,2050,0.0627,0.0181,0.0,1.19,0.0
437,Finland,1975,9.76,0.488,0,5950,0.222,0,0.0,2.53,0.0
438,France,1975,8.5,0.471,0,3270,0.0981,0.0298,0.0,2.09,0.0
439,UK,1975,10.8,1.27,0,4490,0.00573,0.0464,0.548,1.64,0.0279
440,Greece,1975,4.29,0.716,0,1660,0.0192,0,0.0,1.1,0.0
441,"Hong Kong, China",1975,2.62,0.00143,0,1440,0,0,0.0,1.11,0.0
442,Hungary,1975,7.16,0.754,0,2150,0.00133,0,0.0,0.955,0.0
443,Indonesia,1975,0.413,0.00071,0,21.4,0.00076,0,0.0156,0.0831,0.505
444,India,1975,0.403,0.0773,0,114,0.0046,0.00036,0.00147,0.0375,0.0133
445,Ireland,1975,7.03,0.542,0,2180,0.0141,0,0.0,1.67,0.0
446,Iran,1975,4.26,0.0394,0,457,0.00903,0,0.358,0.667,8.23
447,Iraq,1975,2.84,0.0,0,367,0.00336,0,0.0905,0.264,9.56
448,Iceland,1975,7.4,0.00107,0,9590,0.88,0,0.0,2.66,0.0
449,Israel,1975,5.93,0.0,0,2620,0,0,0.0,1.76,0.0
450,Italy,1975,6.18,0.178,0,2480,0.064,0.00593,0.217,1.71,0.0223
451,Japan,1975,7.73,0.5,0,4040,0.0647,0.0195,0.0,2.17,0.0
452,South Korea,1975,2.31,0.227,0,502,0.00417,0,0.0,0.401,0.0
453,Kuwait,1975,16.5,0.0,0,3890,0,0,2.57,3.57,104.0
454,Sri Lanka,1975,0.21,0.0,0,71,0.00686,0,0.0,0.058,0.0
455,Luxembourg,1975,33.6,5.54,0,10.6k,0.017,0,0.0,3.71,0.0
456,Morocco,1975,0.624,0.0232,0,168,0.00505,0,0.0,0.159,0.0
457,Mexico,1975,2.76,0.0341,0,666,0.0216,0,0.19,0.55,0.674
458,Malaysia,1975,1.6,0.00074,0,450,0.00702,0,0.0206,0.356,0.385
459,Netherlands,1975,11.2,0.176,0,3770,0,0.0211,5.05,2.55,0.0
460,Norway,1975,7.65,0.247,0,16.3k,1.66,0,0.0,2.02,2.3
461,New Zealand,1975,5.93,0.458,0,5800,0.471,0,0.0,1.41,0.0
462,Oman,1975,8.23,0.0,0,171,0,0,0.0,1.25,19.1
463,Pakistan,1975,0.347,0.00774,0,109,0.00547,0.00076,0.049,0.0609,0.0
464,Peru,1975,1.42,0.0109,0,436,0.031,0,0.0317,0.382,0.246
465,Philippines,1975,0.787,0.0012,0,306,0.00473,0,0.0,0.235,0.0
466,Poland,1975,11.0,2.46,0,2590,0.00504,0,0.143,0.397,0.0
467,Portugal,1975,2.32,0.0449,0,1080,0.0599,0,0.0,0.746,0.0
468,Qatar,1975,66.7,0.0,0,3200,0,0,10.8,1.36,132.0
469,Romania,1975,7.48,0.449,0,2210,0.0379,0,1.12,0.63,0.691
470,Saudi Arabia,1975,11.2,0.0,0,502,0,0,0.298,2.6,48.4
471,Singapore,1975,10.9,0.00056,0,1730,0,0,0.0,3.27,0.0
472,Slovak Republic,1975,11.7,1.43,0,3110,0.0365,0.00341,0.0,1.3,0.0
473,Sweden,1975,9.86,0.237,0,9050,0.605,0.126,0.0,3.11,0.0
474,Thailand,1975,0.576,0.00326,0,190,0.00689,0,0.0,0.195,0.0
475,Trinidad and Tobago,1975,9.52,0.0,0,1090,0,0,1.31,2.79,10.6
476,Turkey,1975,1.67,0.151,0,355,0.0128,0,0.0,0.318,0.0
477,USA,1975,20.1,1.38,0,8520,0.119,0.072,2.03,3.58,2.14
478,Venezuela,1975,4.84,0.0191,0,1230,0.0606,0,0.68,1.05,9.64
479,Vietnam,1975,0.447,0.0529,0,40.3,0.00086,0,0.0,0.0624,0.0
480,South Africa,1975,7.35,1.39,0,2690,0.00375,0,0.0,0.464,0.0
481,UAE,1976,62.2,0,0,2940,0,0,2.55,1.46,147.0
482,Argentina,1976,3.8,0.0381,0,1030,0.0163,0.00835,0.234,0.888,0.777
483,Australia,1976,12.5,1.74,0,4900,0.0921,0,0.42,2.14,1.59
484,Austria,1976,7.62,0.507,0,4070,0.227,0,0.0,1.52,0.0
485,Belgium,1976,13.3,0.917,0,4250,0.00096,0.088,0.0,2.7,0.0
486,Bangladesh,1976,0.0776,0.00172,0,16.5,0.00059,0,0.0106,0.0173,0.0
487,Bulgaria,1976,8.32,0.9,0,3250,0.029,0.049,0.0,1.42,0.0
488,Brazil,1976,1.41,0.0311,0,712,0.0643,0,0.0038,0.426,0.0826
489,Canada,1976,17.1,0.784,0,11.1k,0.781,0.064,2.65,3.66,3.22
490,Switzerland,1976,6.39,0.0339,0,5080,0.351,0.107,0.0,2.05,0.0
491,Chile,1976,2.24,0.079,0,765,0.0537,0,0.0,0.432,0.0
492,China,1976,1.26,0.248,0,204,0.00421,0,0.00928,0.0828,0.0925
493,Colombia,1976,1.54,0.0902,0,483,0.0323,0,0.0529,0.288,0.323
494,Cyprus,1976,3.79,0,0,1150,0,0,0.0,1.11,0.0
495,Czech Republic,1976,17.8,3.82,0,4170,0.0124,0,0.0,1.12,0.0
496,Germany,1976,13.9,1.7,0,5150,0.0151,0.0323,0.215,1.96,0.0
497,Denmark,1976,11.8,0.561,0,3790,0.00041,0,0.0,3.29,0.0385
498,Algeria,1976,2.29,0.00275,0,228,0.00202,0,0.39,0.227,3.06
499,Ecuador,1976,1.13,0,0,220,0.00732,0,0.0,0.238,1.41
500,Egypt,1976,0.875,0.0143,0,272,0.0168,0,0.00798,0.246,0.421
501,Spain,1976,5.46,0.284,0,2260,0.0498,0.018,0.0,1.33,0.0
502,Finland,1976,10.8,0.656,0,6550,0.172,0,0.0,2.71,0.0
503,France,1976,9.57,0.551,0,3610,0.0788,0.0256,0.0,2.26,0.0
504,UK,1976,10.7,1.3,0,4590,0.00564,0.0552,0.58,1.63,0.217
505,Greece,1976,4.68,0.836,0,1800,0.0177,0,0.0,1.16,0.0
506,"Hong Kong, China",1976,2.89,0.00185,0,1610,0,0,0.0,1.28,0.0
507,Hungary,1976,7.56,0.761,0,2280,0.00134,0,0.0,0.993,0.0
508,Indonesia,1976,0.462,0.00069,0,18.3,0.00068,0,0.0153,0.0874,0.568
509,India,1976,0.412,0.0786,0,124,0.0047,0.00044,0.00174,0.0386,0.0136
510,Ireland,1976,6.99,0.548,0,2380,0.0158,0,0.0,1.66,0.0
511,Iran,1976,4.64,0.0377,0,489,0.0101,0,0.354,0.733,8.8
512,Iraq,1976,4.04,0,0,415,0.00324,0,0.122,0.318,9.9
513,Iceland,1976,7.73,0.00107,0,10k,0.926,0,0.0,2.64,0.0
514,Israel,1976,5.76,0,0,2720,0,0,0.0,1.81,0.0
515,Italy,1976,6.59,0.175,0,2710,0.0608,0.00591,0.232,1.78,0.0233
516,Japan,1976,7.99,0.483,0,4310,0.0642,0.0262,0.0,2.23,0.0
517,South Korea,1976,2.6,0.249,0,578,0.00436,0,0.0,0.444,0.0
518,Kuwait,1976,17.0,0,0,4080,0,0,2.91,3.9,101.0
519,Sri Lanka,1976,0.2,30µ,0,72.6,0.00693,0,0.0,0.0565,0.0
520,Luxembourg,1976,33.3,5.1,0,11.5k,0.0109,0,0.0,3.99,0.0
521,Morocco,1976,0.634,0.0246,0,183,0.00484,0,0.0,0.17,0.0
522,Mexico,1976,3.0,0.0255,0,704,0.0239,0,0.181,0.591,0.731
523,Malaysia,1976,1.92,0.0008,0,489,0.00647,0,0.0239,0.388,0.642
524,Netherlands,1976,12.3,0.218,0,4010,0,0.0243,5.35,2.84,0.0
525,Norway,1976,8.3,0.237,0,16.9k,1.75,0,0.0,2.22,3.39
526,New Zealand,1976,6.2,0.468,0,6090,0.413,0,0.0,1.44,0.0
527,Oman,1976,8.98,0,0,284,0,0,0.0,1.36,19.7
528,Pakistan,1976,0.331,0.00744,0,106,0.00662,0.00074,0.0485,0.059,0.0
529,Peru,1976,1.42,0.0082,0,444,0.032,0,0.0334,0.376,0.255
530,Philippines,1976,0.827,0.00139,0,322,0.00571,0,0.0,0.235,0.0
531,Poland,1976,11.6,2.55,0,2740,0.00413,0,0.154,0.435,0.0
532,Portugal,1976,2.4,0.043,0,1140,0.0441,0,0.0,0.772,0.0
533,Qatar,1976,59.8,0,0,3410,0,0,5.6,1.77,140.0
534,Romania,1976,7.98,0.451,0,2420,0.0325,0,1.21,0.696,0.69
535,Saudi Arabia,1976,13.0,0,0,682,0,0,0.306,2.88,56.0
536,Singapore,1976,13.1,0.00147,0,1880,0,0,0.0,3.84,0.0
537,Slovak Republic,1976,12.0,1.4,0,3260,0.0364,0.00797,0.0,1.36,0.0
538,Sweden,1976,10.7,0.227,0,9750,0.574,0.167,0.0,3.42,0.0
539,Thailand,1976,0.663,0.00368,0,214,0.0072,0,0.0,0.201,0.0
540,Trinidad and Tobago,1976,15.5,0,0,1210,0,0,1.45,3.1,10.3
541,Turkey,1976,1.83,0.154,0,417,0.0178,0,0.0,0.351,0.0
542,USA,1976,20.9,1.47,0,8970,0.111,0.0788,2.0,3.81,2.07
543,Venezuela,1976,4.22,0.0122,0,1290,0.0692,0,0.82,1.0,9.2
544,Vietnam,1976,0.28,0.0489,0,47.9,0.00094,0,0.0,0.0159,0.0
545,South Africa,1976,7.47,1.43,0,2820,0.00612,0,0.0,0.457,0.0
546,UAE,1977,52.7,0.0,0,3890,0,0,4.45,1.89,132.0
547,Argentina,1977,3.78,0.0355,0,1080,0.0184,0.00523,0.237,0.92,0.827
548,Australia,1977,13.3,1.79,0,5250,0.0795,0,0.474,2.21,1.66
549,Austria,1977,7.34,0.426,0,4140,0.278,0,0.0,1.46,0.0
550,Belgium,1977,12.9,0.928,0,4400,0.00196,0.104,0.0,2.65,0.0
551,Bangladesh,1977,0.0788,0.00176,0,17.5,0.00051,0,0.0116,0.0166,0.0
552,Bulgaria,1977,8.62,0.894,0,3440,0.0345,0.0576,0.0,1.47,0.0
553,Brazil,1977,1.44,0.0385,0,780,0.0708,0,0.00461,0.426,0.0777
554,Canada,1977,17.3,0.989,0,11.8k,0.799,0.0956,2.75,3.65,3.2
555,Switzerland,1977,6.5,0.0397,0,5320,0.485,0.11,0.0,2.07,0.0
556,Chile,1977,2.11,0.0838,0,790,0.0559,0,0.0,0.435,0.0
557,China,1977,1.36,0.269,0,221,0.00433,0,0.011,0.086,0.0978
558,Colombia,1977,1.56,0.0904,0,528,0.0358,0,0.0587,0.282,0.297
559,Cyprus,1977,4.06,0.0,0,1230,0,0,0.0,1.25,0.0
560,Czech Republic,1977,18.2,3.87,0,4290,0.0167,0,0.0,1.16,0.0
561,Germany,1977,13.4,1.64,0,5290,0.0192,0.0451,0.214,1.94,0.0
562,Denmark,1977,12.1,0.643,0,4000,0.00037,0,0.0,3.28,0.0956
563,Algeria,1977,2.38,0.00347,0,239,0.00136,0,0.363,0.25,3.17
564,Ecuador,1977,1.01,0.0,0,248,0.00656,0,0.0,0.289,1.33
565,Egypt,1977,0.938,0.016,0,307,0.0185,0,0.00944,0.257,0.518
566,Spain,1977,5.32,0.3,0,2290,0.0934,0.0154,0.0,1.24,0.0
567,Finland,1977,10.6,0.66,0,6730,0.22,0.0483,0.0,2.63,0.0
568,France,1977,9.06,0.528,0,3710,0.123,0.0291,0.0,2.15,0.0
569,UK,1977,10.8,1.3,0,4670,0.00591,0.0611,0.606,1.64,0.681
570,Greece,1977,5.05,0.877,0,1900,0.0178,0,0.0,1.16,0.0
571,"Hong Kong, China",1977,3.19,0.00157,0,1800,0,0,0.0,1.34,0.0
572,Hungary,1977,7.82,0.769,0,2420,0.00121,0,0.0,1.05,0.0
573,Indonesia,1977,0.601,0.00073,0,21.6,0.00068,0,0.036,0.1,0.619
574,India,1977,0.426,0.0804,0,126,0.00501,0.0003,0.00182,0.0405,0.0156
575,Ireland,1977,7.27,0.565,0,2540,0.0196,0,0.0,1.74,0.0
576,Iran,1977,4.71,0.037,0,513,0.0104,0,0.348,0.824,8.21
577,Iraq,1977,3.5,0.0,0,488,0.00387,0,0.0772,0.36,9.31
578,Iceland,1977,8.56,0.00097,0,10.6k,0.985,0,0.0,2.74,0.0
579,Israel,1977,5.7,0.0,0,2830,0,0,0.0,1.84,0.0
580,Italy,1977,6.36,0.172,0,2780,0.079,0.00523,0.203,1.72,0.0223
581,Japan,1977,8.13,0.451,0,4440,0.0555,0.0241,0.0,2.27,0.0
582,South Korea,1977,2.9,0.268,0,659,0.00334,0.00017,0.0,0.52,0.0
583,Kuwait,1977,14.9,0.0,0,4420,0,0,2.98,3.55,87.4
584,Sri Lanka,1977,0.204,0.00018,0,74.5,0.00744,0,0.0,0.0588,0.0
585,Luxembourg,1977,30.6,4.36,0,10.4k,0.0192,0,0.0,3.89,0.0
586,Morocco,1977,0.682,0.0227,0,197,0.00646,0,0.0,0.187,0.0
587,Mexico,1977,3.06,0.0357,0,745,0.0259,0,0.187,0.594,0.865
588,Malaysia,1977,1.77,0.00086,0,556,0.00513,0,0.0214,0.431,0.684
589,Netherlands,1977,11.8,0.227,0,4080,0,0.0231,5.33,2.71,0.0
590,Norway,1977,8.26,0.203,0,16.5k,1.53,0,0.56,2.18,3.46
591,New Zealand,1977,6.51,0.444,0,6150,0.402,0,0.0,1.43,0.0
592,Oman,1977,8.7,0.0,0,411,0,0,0.0,1.24,17.2
593,Pakistan,1977,0.343,0.00785,0,108,0.00611,0.0005,0.0514,0.0602,0.0
594,Peru,1977,1.43,0.00916,0,473,0.0324,0,0.0323,0.365,0.295
595,Philippines,1977,0.841,0.00333,0,321,0.00437,0,0.0,0.25,0.0
596,Poland,1977,12.1,2.62,0,2870,0.00486,0,0.161,0.461,0.0
597,Portugal,1977,2.4,0.0385,0,1250,0.0906,0,0.0,0.752,0.0
598,Qatar,1977,54.4,0.0,0,4000,0,0,7.57,2.25,119.0
599,Romania,1977,8.07,0.452,0,2550,0.0371,0,1.27,0.747,0.681
600,Saudi Arabia,1977,14.4,0.0,0,786,0,0,0.41,3.17,57.1
601,Singapore,1977,12.2,0.00188,0,2070,0,0,0.0,3.81,0.0
602,Slovak Republic,1977,12.3,1.42,0,3410,0.043,0.00203,0.0,1.4,0.0
603,Sweden,1977,10.4,0.179,0,9830,0.558,0.208,0.0,3.31,0.0
604,Thailand,1977,0.723,0.00346,0,242,0.00631,0,0.0,0.22,0.0
605,Trinidad and Tobago,1977,15.6,0.0,0,1340,0,0,1.68,2.98,10.9
606,Turkey,1977,1.97,0.155,0,459,0.0178,0,0.0,0.388,0.0
607,USA,1977,21.2,1.49,0,9340,0.0857,0.102,1.99,3.98,2.07
608,Venezuela,1977,4.56,0.0183,0,1400,0.0769,0,0.87,1.09,8.7
609,Vietnam,1977,0.3,0.0524,0,54.8,0.001,0,0.0,0.0156,0.0
610,South Africa,1977,7.55,1.44,0,2880,0.00619,0,0.0,0.442,0.0
611,UAE,1978,53.6,0.0,0,4350,0,0,5.73,1.82,106.0
612,Argentina,1978,3.79,0.0426,0,1090,0.0244,0.00912,0.241,0.906,0.858
613,Australia,1978,14.2,1.82,0,5420,0.083,0,0.505,2.19,1.63
614,Austria,1978,7.51,0.433,0,4340,0.278,0,0.0,1.57,0.0
615,Belgium,1978,13.8,0.949,0,4620,0.00195,0.109,0.0,2.83,0.0
616,Bangladesh,1978,0.0794,0.00166,0,20.6,0.00057,0,0.0124,0.0172,0.0
617,Bulgaria,1978,9.2,0.95,0,3650,0.0284,0.0577,0.0,1.51,0.0
618,Brazil,1978,1.53,0.0433,0,849,0.0761,0,0.00593,0.453,0.0755
619,Canada,1978,17.4,0.804,0,12.3k,0.844,0.112,2.63,3.68,3.15
620,Switzerland,1978,6.7,0.0358,0,5520,0.434,0.114,0.0,2.13,0.0
621,Chile,1978,2.06,0.0804,0,830,0.0574,0,0.0,0.47,0.0
622,China,1978,1.5,0.291,0,247,0.004,0,0.0122,0.0939,0.107
623,Colombia,1978,1.62,0.0893,0,585,0.0404,0,0.0762,0.281,0.276
624,Cyprus,1978,4.23,0.0,0,1300,0,0,0.0,1.26,0.0
625,Czech Republic,1978,18.3,3.87,0,4500,0.0155,0,0.0,1.19,0.0
626,Germany,1978,13.7,1.66,0,5570,0.0201,0.048,0.222,2.01,0.0
627,Denmark,1978,12.0,0.707,0,4310,0.00039,0,0.0,3.26,0.0763
628,Algeria,1978,3.45,0.00171,0,286,0.00122,0,0.546,0.25,3.15
629,Ecuador,1978,1.37,0.0,0,287,0.00904,0,0.0,0.287,1.44
630,Egypt,1978,0.952,0.0149,0,320,0.0187,0,0.0148,0.26,0.61
631,Spain,1978,5.39,0.256,0,2400,0.0939,0.0178,0.0,1.25,0.0
632,Finland,1978,10.9,0.887,0,7330,0.176,0.0591,0.0,2.64,0.0
633,France,1978,9.49,0.548,0,3950,0.11,0.0491,0.0,2.23,0.0
634,UK,1978,10.8,1.27,0,4730,0.0061,0.0569,0.58,1.68,0.961
635,Greece,1978,5.08,0.768,0,2100,0.0273,0,0.0,1.25,0.0
636,"Hong Kong, China",1978,3.41,0.00109,0,1950,0,0,0.0,1.35,0.0
637,Hungary,1978,8.24,0.764,0,2610,0.00111,0,0.0,1.16,0.0
638,Indonesia,1978,0.669,0.00095,0,31.6,0.00083,0,0.0675,0.107,0.584
639,India,1978,0.422,0.0761,0,136,0.00607,0.00036,0.00198,0.043,0.0169
640,Ireland,1978,7.16,0.526,0,2690,0.018,0,0.0,1.83,0.0
641,Iran,1978,4.51,0.0219,0,511,0.0149,0,0.211,0.8,7.36
642,Iraq,1978,3.28,0.0,0,581,0.00469,0,0.0775,0.327,9.84
643,Iceland,1978,8.57,0.00081,0,11k,1.01,0,0.0,2.86,0.0
644,Israel,1978,5.93,0.0,0,3010,0,0,0.0,1.92,0.0
645,Italy,1978,6.64,0.174,0,2890,0.07,0.00682,0.202,1.78,0.0266
646,Japan,1978,7.79,0.405,0,4670,0.0528,0.0447,0.0,2.3,0.0
647,South Korea,1978,3.07,0.267,0,780,0.00428,0.00549,0.0,0.586,0.0
648,Kuwait,1978,17.1,0.0,0,4830,0,0,3.15,3.59,88.9
649,Sri Lanka,1978,0.237,0.00018,0,81.1,0.00805,0,0.0,0.0672,0.0
650,Luxembourg,1978,32.9,4.59,0,10.8k,0.0187,0,0.0,3.89,0.0
651,Morocco,1978,0.685,0.0223,0,210,0.00654,0,0.0,0.196,0.0
652,Mexico,1978,3.45,0.0362,0,799,0.0214,0,0.228,0.652,1.03
